date,origin_country,origin_port,destination_port,cargo_type,cargo_quantity_mt,vessel_type,vessel_capacity_mt,distance_nm,voyage_days,bunker_price_usd_ton,port_congestion,weather_risk,port_waiting_hours,vessel_availability,procurement_price_usd_mt,freight_rate_usd_mt,charter_cost_usd,freight_demand
2025-12-01,South Africa,Durban,Gangavaram,Limestone,101484,Post-Panamax,94806,5367,19.4,509.44,0.189,0.547,11.3,32,34.18,30.21,3065831.64,78.96
2025-12-01,Indonesia,Tanjung Bara,Dhamra,Rock Phosphate,33531,Capesize,172605,2858,9.1,683.32,0.219,0.339,11.2,19,110.95,27.73,929814.63,50.92
2025-12-02,Vietnam,Vung Tau,Gangavaram,Manganese Ore,194718,VLOC,276495,2581,9.7,458.9,0.622,0.275,60.2,13,169.69,28.98,5642927.64,79.63
2025-12-02,Australia,Dalrymple Bay,Paradip,Alumina,286943,Ultramax,64416,4261,15.0,475.69,0.351,0.606,25.6,32,295.21,32.26,9256781.18,127.03
2025-12-02,Canada,Prince Rupert,Dhamra,Rock Phosphate,158506,Handymax,57370,9894,39.5,622.42,0.278,0.202,29.3,25,115.52,39.78,6305368.68,84.67
2025-12-02,Indonesia,Taboneo,Paradip,Sugar,285654,Ultramax,61489,2720,9.1,680.85,0.523,0.629,61.9,36,473.32,29.17,8332527.18,125.08
2025-12-02,Russia,Vostochny,Paradip,Nickel Ore,285410,VLOC,339970,3707,14.1,609.1,0.375,0.697,45.8,13,86.53,28.28,8071394.8,115.7
2025-12-02,Colombia,Cartagena,Krishnapatnam,Thermal Coal,185616,Handymax,44833,9579,35.7,784.17,0.326,0.703,53.8,25,85.34,43.61,8094713.76,79.28
2025-12-02,Australia,Newcastle,Paradip,Rock Phosphate,57447,Capesize,155990,4134,15.3,741.96,0.306,0.517,24.3,38,169.59,30.84,1771665.48,70.72
2025-12-02,South Africa,Saldanha Bay,Kamarajar,Rock Phosphate,70385,Panamax,68413,5875,21.6,542.61,0.592,0.335,65.7,17,135.63,35.38,2490221.3,45.67
2025-12-02,Brazil,Santos,Chennai,Thermal Coal,195334,Newcastlemax,194848,8807,33.3,475.34,0.651,0.129,52.9,23,91.72,38.96,7610212.64,92.29
2025-12-02,Mozambique,Beira,Krishnapatnam,Bauxite,196548,Supramax,56625,5206,17.9,616.37,0.421,0.371,27.5,40,64.15,30.01,5898405.48,107.43
2025-12-02,Canada,Quebec,Gangavaram,Alumina,222447,Ultramax,68328,10831,45.3,718.04,0.329,0.381,23.8,10,266.62,44.58,9916687.26,81.39
2025-12-02,Brazil,Santos,Visakhapatnam,Nickel Ore,291081,Handymax,50576,8439,33.4,690.55,0.368,0.095,37.8,32,85.6,40.67,11838264.27,121.75
2025-12-03,Indonesia,Taboneo,Dhamra,Iron Ore Pellets,116301,Supramax,61096,2803,11.8,688.59,0.347,0.664,35.8,37,132.27,29.26,3402967.26,83.03
2025-12-03,Indonesia,Tanjung Bara,Krishnapatnam,Nickel Ore,60713,Ultramax,62599,3311,12.6,640.5,0.356,0.24,54.4,17,62.65,29.54,1793462.02,54.9
2025-12-03,USA,New Orleans,Kamarajar,Soybean,20832,Post-Panamax,86824,9568,38.0,487.05,0.514,0.391,42.1,36,427.29,40.06,834529.92,50.83
2025-12-03,Australia,Hay Point,Krishnapatnam,Thermal Coal,264176,Capesize,175641,4669,15.4,474.07,0.417,0.356,48.1,16,88.65,28.7,7581851.2,108.27
2025-12-03,Brazil,Santos,Gangavaram,Wheat,38453,Kamsarmax,76587,8269,28.4,470.04,0.27,0.334,35.7,23,264.99,35.46,1363543.38,51.29
2025-12-03,Australia,Hay Point,Krishnapatnam,Manganese Ore,142970,VLOC,343665,4467,16.8,797.56,0.361,0.487,15.2,25,188.87,32.72,4677978.4,81.53
2025-12-03,Vietnam,Cam Pha,Dhamra,Gypsum,125548,VLOC,315256,2270,9.0,604.79,0.46,0.653,46.2,11,31.41,28.49,3576862.52,59.18
2025-12-03,Canada,Quebec,Gangavaram,Thermal Coal,165798,Panamax,68836,10644,44.7,556.22,0.541,0.401,65.6,7,94.73,43.51,7213870.98,60.18
2025-12-03,Mozambique,Beira,Krishnapatnam,Limestone,167351,Handymax,47161,4850,17.6,595.92,0.334,0.391,34.6,28,42.46,35.78,5987818.78,80.52
2025-12-03,Canada,Quebec,Kamarajar,Coking Coal,90588,Capesize,175364,10990,35.1,497.06,0.28,0.431,27.5,38,159.95,40.24,3645261.12,75.45
2025-12-03,Australia,Port Kembla,Visakhapatnam,Wheat,10069,Panamax,68936,4543,18.4,478.83,0.436,0.619,39.7,36,181.47,30.85,310628.65,53.99
2025-12-03,Indonesia,Taboneo,Visakhapatnam,Sugar,179303,Handysize,24013,2972,11.2,716.63,0.476,0.268,32.8,16,521.11,32.53,5832726.59,87.58
2025-12-03,Australia,Port Hedland,Kamarajar,Nickel Ore,167991,Supramax,60500,4932,20.0,671.96,0.585,0.061,43.7,4,81.21,35.42,5950241.22,71.98
2025-12-03,Canada,Vancouver,Kamarajar,Fertilizer,279654,Panamax,83470,10182,36.1,524.48,0.529,0.469,30.0,12,216.21,42.4,11857329.6,91.57
2025-12-03,Australia,Gladstone,Krishnapatnam,Bauxite,251035,VLOC,302351,4559,16.5,562.3,0.414,0.344,39.1,30,57.23,29.69,7453229.15,113.88
2025-12-03,Russia,Nakhodka,Krishnapatnam,Thermal Coal,25335,Handysize,36812,3783,14.8,577.53,0.402,0.081,28.2,27,67.77,29.71,752702.85,46.58
2025-12-04,USA,Houston,Visakhapatnam,Rock Phosphate,120154,Handymax,52581,9292,34.8,472.36,0.639,0.542,43.4,24,148.94,40.3,4842206.2,73.63
2025-12-04,Brazil,Santos,Dhamra,Coking Coal,299779,Ultramax,65603,8314,33.0,517.66,0.415,0.629,36.7,12,156.0,40.48,12135053.92,100.87
2025-12-04,Canada,Prince Rupert,Paradip,Petcoke,63093,Supramax,51221,9608,35.5,680.79,0.542,0.463,58.7,40,98.6,43.11,2719939.23,68.01
2025-12-04,USA,New Orleans,Gangavaram,Petcoke,229051,Handymax,41065,9399,36.9,719.31,0.317,0.231,29.0,31,96.1,42.3,9688857.3,105.56
2025-12-04,Vietnam,Cam Pha,Chennai,Corn,12017,Kamsarmax,78333,2913,11.2,692.33,0.603,0.519,62.2,20,227.61,33.64,404251.88,45.82
2025-12-04,Brazil,Santos,Kamarajar,Alumina,182314,Handysize,24416,8963,34.0,473.6,0.672,0.647,39.3,34,266.62,44.3,8076510.2,87.54
2025-12-04,Brazil,Tubarão,Krishnapatnam,Nickel Ore,148320,Handysize,25533,9337,34.5,464.9,0.591,0.245,44.9,38,68.91,41.69,6183460.8,82.38
2025-12-04,South Africa,Durban,Chennai,Bauxite,177206,Handymax,42144,5629,23.0,553.29,0.648,0.28,47.3,35,66.47,34.0,6025004.0,100.17
2025-12-04,Australia,Dalrymple Bay,Visakhapatnam,Nickel Ore,144220,Supramax,64481,4153,14.7,528.9,0.505,0.295,36.2,31,48.61,29.96,4320831.2,88.66
2025-12-05,Brazil,Itaguai,Krishnapatnam,Rock Phosphate,288969,Panamax,82081,8797,33.7,784.62,0.375,0.122,23.0,39,102.12,43.07,12445894.83,128.97
2025-12-05,Indonesia,Tanjung Bara,Dhamra,Iron Ore Pellets,261590,Panamax,80774,2758,10.4,763.13,0.548,0.554,36.7,16,106.39,35.31,9236742.9,95.76
2025-12-05,Australia,Gladstone,Kakinada,Alumina,264073,Ultramax,62446,3942,16.6,579.36,0.312,0.184,27.8,29,294.25,28.68,7573613.64,120.56
2025-12-05,Australia,Dalrymple Bay,Paradip,Petcoke,202282,Post-Panamax,92703,3901,14.0,538.53,0.18,0.218,13.5,16,96.74,27.23,5508138.86,91.23
2025-12-05,USA,Houston,Dhamra,Manganese Ore,84451,Post-Panamax,90510,9149,33.7,622.95,0.349,0.202,43.7,25,217.09,40.35,3407597.85,62.22
2025-12-05,Brazil,Tubarão,Chennai,Limestone,203351,Kamsarmax,75784,8783,34.9,613.07,0.446,0.128,52.9,31,27.66,35.75,7269798.25,98.12
2025-12-05,Canada,Vancouver,Gangavaram,Manganese Ore,292015,Handysize,26651,9829,38.6,573.54,0.41,0.308,47.5,29,209.54,40.66,11873329.9,111.9
2025-12-05,Colombia,Puerto Bolivar,Dhamra,Wheat,248060,Supramax,63536,8926,37.7,640.62,0.585,0.461,29.0,30,184.2,42.21,10470612.6,96.51
2025-12-05,Colombia,Puerto Bolivar,Visakhapatnam,Nickel Ore,25520,Kamsarmax,82142,9074,36.0,461.61,0.589,0.346,72.8,34,80.63,39.04,996300.8,48.28
2025-12-05,USA,New Orleans,Dhamra,Iron Ore Pellets,116213,Ultramax,65911,9029,36.5,635.32,0.274,0.211,7.9,29,122.46,40.01,4649682.13,82.06
2025-12-05,South Africa,Richards Bay,Visakhapatnam,Nickel Ore,183795,Newcastlemax,209727,5364,18.4,683.44,0.55,0.425,51.7,27,57.73,33.6,6175512.0,93.61
2025-12-06,South Africa,Saldanha Bay,Krishnapatnam,Corn,115188,Newcastlemax,182800,5724,18.8,727.51,0.413,0.38,58.2,18,221.32,31.91,3675649.08,65.97
2025-12-06,Indonesia,Tanjung Bara,Dhamra,Alumina,102903,Capesize,156191,2689,9.2,690.67,0.18,0.42,11.0,17,306.98,28.06,2887458.18,60.76
2025-12-06,Brazil,Tubarão,Kakinada,Wheat,230531,Newcastlemax,196897,8763,28.4,631.41,0.269,0.574,48.4,1,234.54,38.05,8771704.55,89.72
2025-12-06,Russia,Nakhodka,Visakhapatnam,Wheat,79553,Kamsarmax,79781,3796,14.9,776.89,0.442,0.233,53.4,6,247.7,34.65,2756511.45,51.67
2025-12-06,Russia,Nakhodka,Chennai,Rock Phosphate,116804,Capesize,121372,3895,13.9,799.26,0.542,0.649,46.1,29,171.48,33.85,3953815.4,77.35
2025-12-06,Colombia,Puerto Bolivar,Kakinada,Gypsum,96405,VLOC,275929,9526,35.4,716.62,0.487,0.33,43.8,12,23.76,39.94,3850415.7,59.71
2025-12-06,Colombia,Cartagena,Kakinada,Corn,223088,Capesize,140763,9258,34.4,522.58,0.277,0.689,40.9,25,160.86,38.24,8530885.12,92.79
2025-12-06,Australia,Hay Point,Paradip,Petcoke,38859,Small Handy,27441,4114,16.3,463.3,0.18,0.694,18.3,17,86.98,29.71,1154500.89,41.73
2025-12-06,Indonesia,Balikpapan,Kakinada,Nickel Ore,70793,Kamsarmax,83598,3136,13.0,710.19,0.34,0.266,48.5,30,81.68,29.25,2070695.25,58.46
2025-12-06,Brazil,Itaguai,Paradip,Iron Ore Pellets,239164,Handymax,59794,8409,31.3,675.36,0.351,0.3,35.1,40,124.43,42.42,10145336.88,111.74
2025-12-06,Colombia,Puerto Bolivar,Kamarajar,Iron Ore Pellets,275955,Supramax,60195,9523,35.6,488.4,0.636,0.249,74.6,40,150.54,40.79,11256204.45,118.94
2025-12-06,USA,New Orleans,Dhamra,Iron Ore Pellets,131018,Capesize,143675,9072,35.0,704.95,0.214,0.61,23.4,5,114.57,39.58,5185692.44,52.62
2025-12-06,USA,Hampton Roads,Paradip,Rock Phosphate,282676,Ultramax,68289,9512,35.7,787.77,0.411,0.114,51.0,26,143.98,46.03,13011576.28,105.19
2025-12-06,Vietnam,Vung Tau,Kamarajar,Thermal Coal,152611,Handysize,29366,2939,11.9,640.08,0.433,0.59,41.3,9,109.95,32.02,4886604.22,74.09
2025-12-06,Vietnam,Cam Pha,Krishnapatnam,Rock Phosphate,185072,Supramax,57673,2677,9.4,558.5,0.489,0.125,55.1,14,145.86,29.04,5374490.88,82.91
2025-12-06,Vietnam,Vung Tau,Paradip,Corn,30157,Newcastlemax,209894,2199,7.8,543.36,0.484,0.31,40.5,32,175.46,27.18,819667.26,48.14
2025-12-06,Canada,Quebec,Kakinada,Bauxite,35439,Panamax,75093,10667,37.9,625.31,0.315,0.607,35.5,36,52.91,42.4,1502613.6,61.24
2025-12-06,USA,Hampton Roads,Paradip,Corn,158852,Small Handy,22798,9620,37.8,607.66,0.471,0.448,53.7,39,187.45,43.79,6956129.08,87.51
2025-12-07,Colombia,Cartagena,Chennai,Manganese Ore,152451,Newcastlemax,206175,9700,30.6,482.62,0.729,0.646,38.5,19,149.53,43.7,6662108.7,72.28
2025-12-07,Russia,Vostochny,Visakhapatnam,Iron Ore Pellets,170938,Handymax,45875,3707,14.6,698.79,0.307,0.487,49.3,33,113.41,29.6,5059764.8,90.23
2025-12-07,Vietnam,Vung Tau,Gangavaram,Wheat,36368,VLOC,238893,2609,9.7,666.91,0.397,0.677,63.3,32,258.82,30.43,1106678.24,61.23
2025-12-07,Colombia,Puerto Bolivar,Krishnapatnam,Wheat,140053,Post-Panamax,97170,9587,37.6,699.64,0.592,0.548,52.1,35,278.52,44.62,6249164.86,77.31
2025-12-07,USA,Hampton Roads,Visakhapatnam,Fertilizer,96110,Panamax,74001,9862,33.5,580.31,0.58,0.351,68.4,7,240.36,43.58,4188473.8,46.91
2025-12-07,USA,Hampton Roads,Visakhapatnam,Fertilizer,291659,Capesize,176997,9799,37.7,734.82,0.576,0.28,48.1,19,337.43,42.03,12258427.77,107.25
2025-12-07,Russia,Nakhodka,Chennai,Corn,297047,Panamax,79251,4004,14.4,727.36,0.582,0.499,62.4,7,253.28,31.95,9490651.65,102.02
2025-12-07,Australia,Newcastle,Gangavaram,Wheat,15269,Newcastlemax,197382,4289,15.0,757.25,0.205,0.442,32.5,36,284.93,33.15,506167.35,51.87
2025-12-07,Brazil,Itaguai,Krishnapatnam,Manganese Ore,121228,Small Handy,22778,8909,37.5,761.83,0.247,0.282,29.5,1,197.88,40.38,4895186.64,55.85
2025-12-07,Brazil,Itaguai,Paradip,Manganese Ore,114889,VLOC,339036,8722,29.5,552.85,0.315,0.101,38.6,24,218.03,36.33,4173917.37,68.86
2025-12-07,Brazil,Itaguai,Kakinada,Sugar,100525,Newcastlemax,197104,8772,30.0,618.36,0.539,0.326,49.2,2,362.09,41.75,4196918.75,44.89
2025-12-08,Colombia,Cartagena,Paradip,Limestone,61602,Panamax,71180,9134,38.3,761.7,0.39,0.09,10.1,11,41.83,39.55,2436359.1,52.83
2025-12-08,South Africa,Durban,Paradip,Petcoke,109365,Panamax,76846,5028,19.7,704.89,0.319,0.665,45.9,40,86.09,33.85,3702005.25,87.06
2025-12-08,South Africa,Richards Bay,Gangavaram,Corn,78218,Post-Panamax,95054,5221,20.0,570.64,0.344,0.721,24.3,29,267.72,32.66,2554599.88,61.32
2025-12-08,USA,New Orleans,Visakhapatnam,Petcoke,64507,Small Handy,17538,9080,34.4,541.58,0.271,0.489,17.2,28,119.87,40.5,2612533.5,64.5
2025-12-08,Canada,Quebec,Gangavaram,Wheat,266266,Supramax,50080,10863,39.2,458.73,0.437,0.618,41.7,33,259.78,40.94,10900930.04,113.47
2025-12-08,Indonesia,Taboneo,Kakinada,Iron Ore,146443,Kamsarmax,83337,3080,12.9,715.54,0.119,0.688,27.7,2,107.14,26.13,3826555.59,71.41
2025-12-08,Canada,Quebec,Visakhapatnam,Nickel Ore,164590,Post-Panamax,98833,10554,40.0,784.86,0.37,0.149,61.6,33,86.57,43.56,7169540.4,93.81
2025-12-09,USA,Hampton Roads,Kamarajar,Bauxite,49072,Capesize,127434,9765,30.8,530.71,0.538,0.479,50.5,11,63.61,40.65,1994776.8,36.81
2025-12-09,Indonesia,Tanjung Bara,Visakhapatnam,Iron Ore,166789,Supramax,57810,2940,12.2,746.25,0.852,0.669,71.7,24,84.67,36.46,6081126.94,66.22
2025-12-09,Colombia,Puerto Bolivar,Kamarajar,Rock Phosphate,226530,Supramax,56432,9254,34.0,726.13,0.727,0.181,55.2,12,165.74,42.31,9584484.3,85.91
2025-12-09,Canada,Prince Rupert,Kakinada,Petcoke,253784,Capesize,129595,9912,33.0,681.01,0.373,0.418,47.3,2,126.19,40.4,10252873.6,91.14
2025-12-09,Indonesia,Balikpapan,Dhamra,Bauxite,51768,Newcastlemax,191981,2704,10.5,720.41,0.349,0.092,38.8,21,60.3,25.88,1339755.84,54.08
2025-12-09,Mozambique,Beira,Dhamra,Fertilizer,48557,Kamsarmax,81863,4680,15.7,531.87,0.438,0.489,37.8,5,282.43,29.5,1432431.5,44.78
2025-12-09,Australia,Port Kembla,Dhamra,Limestone,210036,Small Handy,23113,4060,15.7,766.85,0.238,0.563,18.3,37,25.86,31.22,6557323.92,104.81
2025-12-10,USA,Houston,Kakinada,Limestone,157740,Capesize,176231,9448,35.1,765.47,0.427,0.252,37.7,19,44.56,42.45,6696063.0,75.05
2025-12-10,Mozambique,Beira,Gangavaram,Soybean,220446,Handymax,46002,4749,18.9,707.41,0.347,0.339,26.9,12,428.28,33.33,7347465.18,88.63
2025-12-10,Colombia,Cartagena,Kamarajar,Gypsum,203708,Kamsarmax,84153,9481,39.3,654.24,0.528,0.256,68.5,2,40.52,40.53,8256285.24,79.79
2025-12-10,South Africa,Durban,Visakhapatnam,Bauxite,201380,Small Handy,19211,5581,23.8,523.57,0.568,0.693,60.2,40,63.29,38.74,7801461.2,101.66
2025-12-10,Indonesia,Balikpapan,Kakinada,Limestone,257708,Ultramax,68015,3131,11.3,671.54,0.357,0.338,42.7,40,45.91,31.08,8009564.64,121.95
2025-12-10,Indonesia,Balikpapan,Kamarajar,Soybean,98179,Kamsarmax,84121,3409,14.3,639.42,0.369,0.397,14.2,39,428.68,27.51,2700904.29,82.02
2025-12-10,USA,Houston,Visakhapatnam,Iron Ore,203215,Ultramax,64747,9269,35.9,475.17,0.464,0.281,27.1,17,100.19,37.1,7539276.5,81.58
2025-12-10,Vietnam,Cam Pha,Visakhapatnam,Coking Coal,135756,Newcastlemax,201034,2384,8.5,602.1,0.435,0.519,58.5,18,170.25,29.36,3985796.16,74.37
2025-12-10,Colombia,Puerto Bolivar,Kamarajar,Manganese Ore,148949,Handysize,28040,9606,40.7,529.17,0.426,0.48,40.3,37,207.29,41.33,6156062.17,81.61
2025-12-10,USA,New Orleans,Chennai,Wheat,197571,Newcastlemax,208479,9505,35.5,780.18,0.796,0.086,39.9,40,249.85,48.69,9619731.99,101.1
2025-12-10,Vietnam,Cam Pha,Kamarajar,Iron Ore Pellets,91386,Small Handy,21970,2837,12.2,456.76,0.635,0.554,52.5,35,147.59,31.67,2894194.62,65.51
2025-12-10,South Africa,Durban,Kakinada,Iron Ore Pellets,134192,Small Handy,16299,5358,23.0,672.89,0.363,0.688,35.5,19,136.13,34.03,4566553.76,67.68
2025-12-10,Vietnam,Cam Pha,Visakhapatnam,Limestone,206380,Handymax,41280,2335,8.4,562.49,0.528,0.715,45.9,29,43.62,28.62,5906595.6,95.56
2025-12-10,South Africa,Richards Bay,Dhamra,Wheat,244661,Panamax,74843,4949,19.3,785.16,0.21,0.314,32.0,13,245.53,34.81,8516649.41,96.64
2025-12-11,Vietnam,Vung Tau,Gangavaram,Petcoke,61172,Post-Panamax,85883,2529,8.8,474.52,0.516,0.728,71.5,2,87.58,27.02,1652867.44,37.99
2025-12-11,Mozambique,Beira,Visakhapatnam,Gypsum,281060,VLOC,346120,5046,20.5,624.42,0.439,0.34,24.9,11,41.35,31.83,8946139.8,100.09
2025-12-11,Australia,Port Kembla,Dhamra,Limestone,41011,Supramax,50417,4073,16.6,655.77,0.278,0.136,13.8,29,30.31,31.02,1272161.22,71.2
2025-12-11,Canada,Quebec,Chennai,Fertilizer,79682,Handymax,46494,10949,42.0,499.56,0.719,0.197,57.2,35,182.32,45.55,3629515.1,67.02
2025-12-11,Mozambique,Beira,Visakhapatnam,Gypsum,166496,Newcastlemax,201332,4784,18.3,720.32,0.501,0.525,25.2,4,33.02,35.08,5840679.68,66.6
2025-12-11,Indonesia,Tanjung Bara,Chennai,Sugar,24711,Handymax,56253,3346,12.0,617.64,0.452,0.339,52.8,21,459.76,29.87,738117.57,50.99
2025-12-11,Australia,Port Hedland,Kamarajar,Iron Ore,18072,Ultramax,65845,4845,16.2,706.85,0.579,0.458,50.5,32,114.39,38.08,688181.76,45.36
2025-12-11,Australia,Hay Point,Kamarajar,Bauxite,111630,Capesize,122514,4421,14.7,457.09,0.509,0.396,58.1,37,74.36,29.75,3320992.5,82.24
2025-12-11,Vietnam,Vung Tau,Gangavaram,Manganese Ore,197094,VLOC,221729,2506,10.4,566.55,0.576,0.19,55.8,40,152.56,28.44,5605353.36,97.78
2025-12-11,South Africa,Saldanha Bay,Gangavaram,Petcoke,181907,Supramax,58700,5442,21.8,656.95,0.245,0.338,43.8,32,110.15,33.39,6073874.73,89.18
2025-12-11,Australia,Port Hedland,Chennai,Petcoke,14271,Supramax,53857,4836,17.7,636.89,0.883,0.308,86.1,32,125.48,38.69,552144.99,48.76
2025-12-11,Canada,Vancouver,Chennai,Rock Phosphate,26387,Kamsarmax,78544,10125,35.9,626.87,0.572,0.714,13.5,12,169.92,41.43,1093213.41,37.54
2025-12-12,Canada,Prince Rupert,Chennai,Iron Ore Pellets,296259,Handymax,52372,10094,40.7,592.12,0.536,0.083,63.1,8,152.96,43.67,12937630.53,107.68
2025-12-12,Australia,Gladstone,Visakhapatnam,Soybean,213283,Ultramax,65578,4178,15.9,783.48,0.446,0.119,38.4,27,416.2,31.33,6682156.39,91.54
2025-12-12,South Africa,Richards Bay,Krishnapatnam,Alumina,21351,Newcastlemax,189015,5638,21.3,642.84,0.456,0.379,45.9,10,261.75,33.58,716966.58,38.4
2025-12-12,Australia,Port Kembla,Chennai,Limestone,143658,Post-Panamax,89299,4635,18.6,782.76,0.713,0.506,68.0,40,40.17,40.02,5749193.16,86.23
2025-12-12,Colombia,Puerto Bolivar,Kakinada,Corn,101561,VLOC,308380,9301,34.1,494.54,0.419,0.729,42.6,37,264.97,39.87,4049237.07,75.0
2025-12-12,South Africa,Richards Bay,Chennai,Fertilizer,246087,Ultramax,69543,5254,20.0,604.6,0.714,0.218,44.9,31,289.56,35.59,8758236.33,106.83
2025-12-12,Australia,Newcastle,Paradip,Petcoke,285301,Newcastlemax,187990,4109,12.9,547.24,0.512,0.288,41.9,2,122.46,27.55,7860042.55,96.35
2025-12-12,Australia,Newcastle,Dhamra,Coking Coal,209773,Handysize,31053,4108,14.9,696.76,0.379,0.178,22.0,11,155.13,34.12,7157454.76,77.75
2025-12-12,Australia,Port Hedland,Krishnapatnam,Manganese Ore,187684,VLOC,330064,5001,17.1,612.1,0.559,0.093,51.9,2,178.91,29.91,5613628.44,69.07
2025-12-12,Colombia,Puerto Bolivar,Kamarajar,Iron Ore,120719,Panamax,71609,9627,35.2,799.57,0.739,0.644,71.2,29,139.56,48.22,5821070.18,58.34
2025-12-12,Indonesia,Tanjung Bara,Gangavaram,Corn,30622,Handymax,56868,2962,12.2,739.19,0.331,0.077,52.6,5,250.11,27.2,832918.4,40.3
2025-12-12,Indonesia,Tanjung Bara,Paradip,Nickel Ore,159354,Post-Panamax,90764,2603,8.7,535.0,0.541,0.295,52.4,2,85.5,25.08,3996598.32,67.69
2025-12-12,South Africa,Saldanha Bay,Kamarajar,Sugar,243151,Newcastlemax,204148,5851,21.5,580.13,0.404,0.677,41.8,14,511.66,30.98,7532817.98,89.26
2025-12-12,Canada,Prince Rupert,Gangavaram,Sugar,122604,Handymax,48681,9559,36.1,704.6,0.428,0.059,45.7,39,529.7,44.4,5443617.6,81.61
2025-12-13,South Africa,Saldanha Bay,Krishnapatnam,Corn,119540,Panamax,72468,5641,19.5,747.24,0.237,0.094,38.8,1,275.52,34.28,4097831.2,59.01
2025-12-13,Brazil,Santos,Visakhapatnam,Fertilizer,178044,Newcastlemax,185862,8557,33.2,647.59,0.542,0.145,57.5,5,320.13,39.4,7014933.6,69.26
2025-12-13,Mozambique,Maputo,Dhamra,Gypsum,255964,Newcastlemax,189085,4921,15.7,540.88,0.247,0.434,22.4,36,34.12,30.76,7873452.64,114.06
2025-12-13,Russia,Vostochny,Paradip,Iron Ore,76069,Post-Panamax,96744,3481,14.4,694.27,0.513,0.666,60.1,18,135.13,33.61,2556679.09,56.96
2025-12-13,Canada,Quebec,Gangavaram,Manganese Ore,263807,Ultramax,68147,10722,39.9,647.2,0.484,0.103,45.1,17,144.84,44.99,11868676.93,105.34
2025-12-13,Brazil,Santos,Visakhapatnam,Manganese Ore,195055,VLOC,283526,8375,34.8,782.22,0.547,0.515,83.6,2,131.1,41.29,8053820.95,63.05
2025-12-13,Canada,Quebec,Visakhapatnam,Bauxite,286306,Ultramax,63047,10722,37.5,601.72,0.546,0.435,74.0,1,72.23,42.29,12107880.74,92.59
2025-12-13,Australia,Port Hedland,Gangavaram,Iron Ore Pellets,65030,Handysize,20523,4513,16.4,499.19,0.327,0.512,38.5,20,159.41,29.82,1939194.6,51.67
2025-12-13,Australia,Newcastle,Chennai,Iron Ore Pellets,290253,Handysize,20497,4508,16.6,633.8,0.688,0.065,63.6,7,115.98,30.6,8881741.8,106.43
2025-12-13,Vietnam,Vung Tau,Krishnapatnam,Bauxite,126886,Panamax,68647,2832,10.9,784.8,0.446,0.699,39.9,38,60.73,28.86,3661929.96,96.98
2025-12-14,Brazil,Santos,Kamarajar,Corn,248765,Small Handy,27965,8937,34.0,798.79,0.642,0.439,64.7,5,179.17,44.11,10973024.15,82.63
2025-12-14,USA,Houston,Kamarajar,Coking Coal,62403,VLOC,373307,9575,36.0,719.41,0.582,0.648,57.2,2,175.76,42.77,2668976.31,39.7
2025-12-14,Mozambique,Beira,Kakinada,Petcoke,54560,Capesize,158090,4804,17.5,764.66,0.415,0.411,56.1,12,118.61,34.58,1886684.8,36.27
2025-12-14,Indonesia,Tanjung Bara,Dhamra,Bauxite,183205,Ultramax,63498,2720,9.4,724.47,0.363,0.137,52.6,11,57.21,28.93,5300120.65,79.46
2025-12-14,Canada,Quebec,Dhamra,Coking Coal,185849,Post-Panamax,85771,10728,45.4,588.19,0.231,0.735,8.7,27,143.14,41.54,7720167.46,81.51
2025-12-14,South Africa,Richards Bay,Gangavaram,Iron Ore,170244,Ultramax,67997,5268,20.6,604.12,0.363,0.531,40.7,27,129.52,31.44,5352471.36,85.57
2025-12-14,Vietnam,Vung Tau,Kamarajar,Nickel Ore,209754,Ultramax,68046,2890,10.2,567.73,0.45,0.475,42.5,38,87.07,28.2,5915062.8,108.08
2025-12-15,Canada,Quebec,Gangavaram,Fertilizer,163617,VLOC,396951,10697,38.0,722.26,0.307,0.333,42.0,33,195.9,42.43,6942269.31,94.56
2025-12-15,Canada,Prince Rupert,Kakinada,Sugar,236561,Small Handy,15327,10031,43.8,614.3,0.482,0.537,51.9,37,552.94,44.52,10531695.72,113.08
2025-12-15,Canada,Vancouver,Gangavaram,Petcoke,248417,Kamsarmax,79709,9810,37.8,796.67,0.4,0.64,62.7,25,139.59,44.15,10967610.55,96.32
2025-12-15,Vietnam,Vung Tau,Paradip,Wheat,250355,Supramax,55695,2457,10.1,454.85,0.242,0.155,22.0,4,195.64,23.87,5975973.85,100.19
2025-12-15,Canada,Vancouver,Paradip,Iron Ore,201523,Newcastlemax,185313,9670,36.6,681.79,0.606,0.388,64.4,4,118.36,42.88,8641306.24,76.68
2025-12-15,Russia,Nakhodka,Kamarajar,Corn,296766,Newcastlemax,184300,4183,13.5,774.6,0.504,0.496,40.4,40,185.94,33.39,9909016.74,124.97
2025-12-15,Australia,Port Kembla,Visakhapatnam,Thermal Coal,170197,Handysize,27195,4154,16.3,559.85,0.561,0.124,24.8,10,76.27,31.57,5373119.29,67.23
2025-12-15,Australia,Port Kembla,Paradip,Petcoke,270627,Panamax,73756,3974,13.9,728.02,0.579,0.164,59.8,9,83.32,33.18,8979403.86,98.84
2025-12-15,Australia,Newcastle,Paradip,Petcoke,109451,Handysize,20933,4057,16.6,463.27,0.376,0.289,27.4,29,126.24,30.21,3306514.71,81.39
